Woodward's_Gripe Water S/F Alcohol Free,Gripe Mixtures,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,3,0.081,49.465,0.005,0.50783,6.27,0.01,610.68
Hydrotalcite_Oral Susp 500mg/5ml S/F,Hydrotalcite,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,1,0.26,156.24,0,0.87182,3.35,0.01,600.92
Hydrotalcite_Oral Susp 500mg/5ml S/F,Hydrotalcite,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,1,0.43,243.18,0,1.22859,2.86,0.01,565.53
Mag Carb_Heavy Cap 500mg,Magnesium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.846,84.764,0,243.9648,288.37,2.88,100.19
Phillips Milk Of Magnesia_Tab (Mint),Magnesium Hydroxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,0.001,0.224,0.001,0.00572,5.72,0.03,224
Phillips Milk Of Magnesia_Liq (Mint),Magnesium Hydroxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,1.808,778.094,0.531,9.87573,5.46,0.01,430.36
Mag Ox_Cap 500mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.142,16.11,0,47.39125,333.74,2.94,113.45
Mag Ox_Liq Spec 150mg/5ml,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,1,0.001,0.014,0,0.01,10,0.71,14
Mag Ox_Cap 300mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.054,2.957,0,13.46852,249.42,4.55,54.76
Mag Ox_Cap 250mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.022,3.182,0,0.36349,16.52,0.11,144.64
Mag Ox_Cap 160mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,2.383,345.611,0,856.03429,359.23,2.48,145.03
Mag Ox_Cap 10mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.006,0.422,0,1.4677,244.62,3.48,70.33
Mag Ox_Cap 200mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.015,2.784,0,1.84402,122.93,0.66,185.6
Mag Ox_Cap 400mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.086,7.69,0,18.66008,216.98,2.43,89.42
Mag Ox_Cap 100mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,0.737,126.668,0,250.50441,339.9,1.98,171.87
Mag-Ox 400_Tab 400mg,Magnesium Oxide,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,0.119,11.695,0.108,10.73016,90.17,0.92,98.28
Original Andrews Salts_Eff Pdr,Magnesium Sulphate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,6,3,0.012,0.846,0,0.00978,0.82,0.01,70.5
Mag Trisil_Mix,Magnesium Trisilicate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,1,27.986,12279.869,0,57.51907,2.06,0,438.79
Mag Trisil Co_Tab,Magnesium Trisilicate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,1,2.851,272.023,0,41.89785,14.7,0.15,95.41
Dentinox_Infant Colic Dps,Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,7.951,997.471,2.577,17.25912,2.17,0.02,125.45
Asilone Windcheaters_Cap 100mg,Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,0.002,0.078,0.002,0.00507,2.54,0.07,39
Infacol_Susp 40mg/ml S/F,Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,3,3,68.755,4218.55,19.107,191.84898,2.79,0.05,61.36
WindSetlers_Cap 100mg,Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,1.216,72.068,1.056,7.8131,6.43,0.11,59.27
Wind-Eze_Tab Chble 125mg,Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,0.921,63.21,0.76,5.47848,5.95,0.09,68.63
Wind-Eze_Gelcap 125mg,Simeticone,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,0,Antacids and Simeticone,1,3,0.924,56.825,0.768,7.38725,7.99,0.13,61.5
Sod Bicarb_Liq Spec 50mg/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,0.06,32.15,0,18.12273,302.05,0.56,535.83
SodiBic_Oral Soln 420mg/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,3,0.808,248.479,0,40.75056,50.43,0.16,307.52
Sod Bicarb_Pdrs 4.2g,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,1,1,0.016,0.786,0,2.89498,180.94,3.68,49.13
Sod Bicarb Co_Tab 300mg,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,1,1,0.001,0.056,0,0.00077,0.77,0.01,56
Sod Bicarb_Liq Spec 333mg/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,0.004,3.4,0,4.77801,1194.5,1.41,850
Sod Bicarb_Liq Spec 500mg/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,0.007,3.76,0,1.61236,230.34,0.43,537.14
Sod Bicarb_Liq Spec 70mg/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,0.002,0.7,0,0.50738,253.69,0.72,350
Sod Bicarb_Liq Spec 425mg/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,0.001,0.5,0,0.42371,423.71,0.85,500
Sod Bicarb_Liq Spec 100mg/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,0.004,4.2,0,0.80438,201.1,0.19,1050
Sod Bicarb_Liq Spec 1g/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,0.002,1.8,0,0.05757,28.79,0.03,900
Sod Bicarb_Liq Spec 292mg/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,0.008,4.2,0,2.20756,275.95,0.53,525
Sod Bicarb_Paed Mix 50mg/5ml BPC,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,0.147,67.37,0,46.4461,315.96,0.69,458.3
Sod Bicarb_Liq Spec 2.1g/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,0.001,3,0,0.41814,418.14,0.14,3000
Sod Bicarb_Liq Spec 10mg/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,0.001,0.6,0,0.575,575,0.96,600
Sod Bicarb_Liq Spec 250mg/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,0.001,0.84,0,0.46916,469.16,0.56,840
Sod Bicarb_Liq Spec 300mg/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,0.001,0.2,0,0.1532,153.2,0.77,200
Sod Bicarb_(S),Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,6,1,0.843,554.785,0,0.77872,0.92,0,658.11
Sod Bicarb_Liq Spec 40mg/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,0.001,0.6,0,0.11436,114.36,0.19,600
Sod Bicarb_Liq Spec 420mg/5ml,Sodium Bicarbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,1,2,Sodium Bicarbonate,3,1,3.788,2231.81,0,1203.27087,317.65,0.54,589.18
Entrocalm_Heartburn&Indigest Relief Liq,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,0.02,4,0.017,0.03194,1.6,0.01,200
Gaviscon P/Mint_Tab Chble,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,21.092,1544.596,0,125.99788,5.97,0.08,73.23
Gaviscon Ex Strgh_Tab Chble 500mg(P/Mint,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,4.007,209.244,0,34.8622,8.7,0.17,52.22
Gaviscon_Liq Sach 10ml (Peppermint) S/F,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,6.859,647.068,0.129,139.04784,20.27,0.21,94.34
Lloyds_Heartburn Indigest Liq (P/Mint),Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,0.007,3.15,0.007,0.01386,1.98,0,450
Gaviscon Advance_Tab Chble 500mg P/Mint,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,387.002,28745.22,52.971,1470.86046,3.8,0.05,74.28
Gaviscon Cool_Liq (Peppermint) S/F,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,11.875,4087.759,0.722,56.60141,4.77,0.01,344.23
Acidex_Liq (Aniseed),Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,13.429,6876.521,6.05,31.63208,2.36,0,512.07
Gaviscon Infant_Sach 2g (Dual Pack) S/F,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,317.59,15654.223,11.452,2567.27013,8.08,0.16,49.29
Lloyds_Heartburn Indigest Liq (Aniseed),Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,0.002,1,0.002,0.0044,2.2,0,500
Gaviscon_Tab Chble 500mg (Peppermint),Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.174,14.38,0.003,0.5392,3.1,0.04,82.64
Gaviscon_Liq Orig Aniseed,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,137.135,72334.606,13.034,776.50394,5.66,0.01,527.47
Gaviscon Advance_Liq (Aniseed) S/F,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,1822.345,937094.294,239.713,10413.81473,5.71,0.01,514.22
Gaviscon_Tab Chble 500mg (Lem),Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.272,20.18,0.017,0.75676,2.78,0.04,74.19
Gastrocote_Liq S/F,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,33.83,19446,0.037,103.84153,3.07,0.01,574.82
Gaviscon Advance_Liq (Peppermint) S/F,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,755.641,386351.311,94.213,4291.09647,5.68,0.01,511.29
Gastrocote_Tab,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,68.774,7281.869,0.104,255.61044,3.72,0.04,105.88
Asilone Heartburn_Tab,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.001,0.1,0.001,0.00503,5.03,0.05,100
Gaviscon Double Action_Tab Chble,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,8.573,518.662,0,57.10262,6.66,0.11,60.5
Gaviscon Cool_Tab Chble 250mg (P/Mint),Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,9.589,543.391,0,50.24613,5.24,0.09,56.67
Acidex_Liq (Peppermint),Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,21.055,11514.385,0.917,52.96633,2.52,0,546.87
Algicon_Susp (Mint),Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,0.003,1.3,0.001,0.00876,2.92,0.01,433.33
Gaviscon Ex Strgh_Tab Chble 500mg (Lem),Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,1.885,106.667,0,18.63167,9.88,0.17,56.59
Setlers_Heartburn Tab Chble,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.023,1.075,0,0.08073,3.51,0.08,46.74
Gaviscon Double Action_Liq (Aniseed),Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,6.592,2471.826,0,34.77645,5.28,0.01,374.97
Gaviscon Lem_Tab Chble,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.276,20.896,0,1.70082,6.16,0.08,75.71
Gaviscon Double Action_Liq (Peppermint),Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,7.202,3272.034,0,43.99817,6.11,0.01,454.32
Gaviscon_Liq Relief Peppermint,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,91.757,45954.957,2.885,497.51123,5.42,0.01,500.83
Topal_Antacid Tab,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,14.772,1037.723,0.024,41.26874,2.79,0.04,70.25
Rennie Dual Action Liq_Oral Susp,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,3.368,1873.07,0.194,10.10251,3,0.01,556.14
Raft-eze_Liq S/F,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,0.002,1,0.001,0.00366,1.83,0,500
Peptac_Liq (Peppermint) S/F,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,241.464,130153.429,3.125,507.60997,2.1,0,539.02
Peptac_Liq (Aniseed) S/F,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,506.493,280009.503,31.752,1092.08393,2.16,0,552.84
Calc Carb_Disper Tab 250mg,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,1,0.627,158.403,0,123.82515,197.49,0.78,252.64
Setlers_Antacid Spearmint Tab Chble500mg,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.003,0.264,0.003,0.00736,2.45,0.03,88
Calc Carb_Liq Spec 600mg/5ml,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,1,0.66,376.36,0,125.72438,190.49,0.33,570.24
Calc Carb_Liq Spec 500mg/5ml,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,1,0.425,264.125,0,148.55845,349.55,0.56,621.47
Calc Carb_Liq Spec 200mg/5ml,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,1,0.001,0.6,0,0.1703,170.3,0.28,600
Calc Carb_Liq Spec 250mg/5ml,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,1,0.112,43.1,0,30.28316,270.39,0.7,384.82
Calc Carb_Liq Spec 360mg/5ml,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,1,0.013,4.3,0,2.75369,211.82,0.64,330.77
Calc Carb_Cap 300mg,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,1,0.018,2.824,0,6.49922,361.07,2.3,156.89
Calc Carb_Liq Spec 120mg/5ml,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,1,0.136,61.91,0,15.83284,116.42,0.26,455.22
Calc Carb_Liq Spec 100mg/5ml,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,1,0.001,0.3,0,0.45524,455.24,1.52,300
Calc Carb_Cap 500mg,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,1,0.014,2,0,7.11996,508.57,3.56,142.86
Setlers_Antacid P/Mint Tab Chble 500mg,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.024,2.668,0.023,0.08056,3.36,0.03,111.17
Remegel_Chewy Squares (Summer Fruit),Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.006,0.344,0.006,0.02322,3.87,0.07,57.33
Remegel_Chewy Squares (Mint),Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.437,19.668,0.434,1.26888,2.9,0.06,45.01
Rennie_Soft Chews,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.163,6.52,0.043,0.56264,3.45,0.09,40
Tums_Assorted Fruit Antacid Tab,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.21,19.148,0.049,0.51338,2.44,0.03,91.18
Rennie Fruit_Tab 500mg,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.129,9.588,0.061,0.39102,3.03,0.04,74.33
Eno_Eff Pdr,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,6,3,0.002,0.6,0,0.00844,4.22,0.01,300
Galpharm_3-In-1 Antacid Tab Chble,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.04,5.061,0,0.15715,3.93,0.03,126.53
Boots_Indigest Tab (Orig),Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.004,0.1,0,0.01214,3.04,0.12,25
Carbellon_Tab,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.001,0.05,0,0.00225,2.25,0.05,50
Boots_Indigest Relief Tab (Peppermint),Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.003,0.088,0,0.01037,3.46,0.12,29.33
Eno_Eff Pdr Sach 5g,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.005,0.13,0,0.01768,3.54,0.14,26
Rennie Peppermint_Tab Chble,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.002,0.24,0,0.01167,5.84,0.05,120
Rennie Spearmint_Tab Chble,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.003,0.416,0.002,0.01674,5.58,0.04,138.67
Rennie Ice_Tab Chble,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.297,19.557,0,0.97282,3.28,0.05,65.85
Pepcidtwo_Tab Chble,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.292,12.242,0,2.39759,8.21,0.2,41.92
Rennie_Dual Action Tab Chble,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.152,5.928,0,0.68449,4.5,0.12,39
Pepto-Bismol_Oral Susp 87.5mg/5ml,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,0.373,174.89,0.303,2.37553,6.37,0.01,468.87
Rennie Deflatine_Tab,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.63,30.376,0.065,3.0228,4.8,0.1,48.22
Rennie_Sugar Free Tab Chble,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.175,8.07,0.064,0.39662,2.27,0.05,46.11
Pepto-Bismol_Tab 262.5mg Chble,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.324,27.58,0.208,4.34688,13.42,0.16,85.12
Alverine Cit_Cap 120mg,Alverine Citrate,1,2,Antispasmod.&Other Drgs Alt.Gut Motility,0,0,Antispasmod.&Other Drgs Alt.Gut Motility,1,1,29.597,2189.267,0,399.1936,13.49,0.18,73.97
Alverine Cit_Cap 60mg,Alverine Citrate,1,2,Antispasmod.&Other Drgs Alt.Gut Motility,0,0,Antispasmod.&Other Drgs Alt.Gut Motility,1,1,67.962,6311.126,0,597.60626,8.79,0.09,92.86
