Dansac_Unique Colo Bag Round Flng Clr 30mm,,23,35,Colostomy Bags,7,0,,1,4,0.422,30.02,0,68.00528,161.15,2.27,71.14,
Dansac_Cone,,23,70,Irrigation Washout Appliances,7,0,,1,4,0.854,1.013,0,12.85497,15.05,12.69,1.19,
Dansac_Unique Colo Bag Round Flng Clr 40mm,,23,35,Colostomy Bags,7,0,,1,4,0.127,8.812,0,19.96212,157.18,2.27,69.39,
Dansac_Unique Colo Bag Round Flng Clr 45mm,,23,35,Colostomy Bags,7,0,,1,4,0.073,5.274,0,11.94737,163.66,2.27,72.25,
Dansac_Unique Ileo Bag Round Flng Opqe S/H,,23,60,Ileostomy Bags,7,0,,1,4,0.727,37.59,0,87.88542,120.89,2.34,51.71,
Dansac_Unique Ileo Bag Round Flng Opqe 20mm,,23,60,Ileostomy Bags,7,0,,1,4,0.138,8.51,0,19.89638,144.18,2.34,61.67,
Dansac_Unique Ileo Bag Round Flng Opqe 25mm,,23,60,Ileostomy Bags,7,0,,1,4,0.471,27.032,0,63.20082,134.18,2.34,57.39,
Dansac_Unique Ileo Bag Round Flng Opqe 30mm,,23,60,Ileostomy Bags,7,0,,1,4,0.504,29.41,0,68.76058,136.43,2.34,58.35,
Dansac_Unique Ileo Bag Round Flng Opqe 35mm,,23,60,Ileostomy Bags,7,0,,1,4,0.231,13.35,0,31.2123,135.12,2.34,57.79,
Dansac_Unique Ileo Bag Round Flng Opqe 40mm,,23,60,Ileostomy Bags,7,0,,1,4,0.107,5.07,0,11.85366,110.78,2.34,47.38,
Dansac_Unique Ileo Bag Round Flng Opqe 45mm,,23,60,Ileostomy Bags,7,0,,1,4,0.061,3.63,0,8.48694,139.13,2.34,59.51,
Dansac_Unique Ileo Bag Round Flng Clr S/H,,23,60,Ileostomy Bags,7,0,,1,4,0.555,28.748,0,67.21283,121.1,2.34,51.8,
Dansac_Unique Ileo Bag Round Flng Clr 25mm,,23,60,Ileostomy Bags,7,0,,1,4,0.09,5.262,0,12.30256,136.7,2.34,58.47,
Dansac_Unique Colo Bag Round Flng Clr 25mm,,23,35,Colostomy Bags,7,0,,1,4,0.179,14.928,0,33.81689,188.92,2.27,83.4,
Bullen_Trio Niltac Sting Free Medical Adh Remover Wipes,,23,15,Adhesive Removers (Sprays/Liquids/Wipes),6,0,,1,4,3.712,150.198,0,69.89264,18.83,0.47,40.46,
Bullen_Absorbian Sach Plus,,23,46,Discharge Solidifying Agents,6,0,,1,4,0.419,54.148,0,13.537,32.31,0.25,129.23,
Bullen_Absorbian Wand,,23,46,Discharge Solidifying Agents,6,0,,1,4,0.262,33.48,0,8.37,31.95,0.25,127.79,
Bullen_Uri-Drain System Flng + 10 Pouches 30mm,,22,90,Urinal Systems,6,0,,1,4,0.089,0.154,0,3.6575,41.1,23.75,1.73,
Bullen_Shelter Deod,,23,45,Deodorants,6,0,,1,4,0.063,0.102,0,0.32742,5.2,3.21,1.62,
Bullen_Replacement Pouches For LU18,,22,90,Urinal Systems,6,0,,1,4,0.19,4.239,0,6.99435,36.81,1.65,22.31,
Bullen_Shelter Safe-Seal,,23,5,Adhesive Discs/Rings/Pads/Plasters,6,0,,1,4,4.059,253.657,0,136.34076,33.59,0.54,62.49,
Bullen_Acti-Brief Uri-Drain System Flng + 10 Pouches 25mm,,22,90,Urinal Systems,6,0,,1,4,0.052,0.085,0,2.01875,38.82,23.75,1.63,
Bullen_Acti-Brief Uri-Drain System Flng + 10 Pouches 30mm,,22,90,Urinal Systems,6,0,,1,4,0.215,0.34,0,8.075,37.56,23.75,1.58,
Bullen_Acti-Brief Uri-Drain System Flng + 10 Pouches 35mm,,22,90,Urinal Systems,6,0,,1,4,0.124,0.236,0,5.605,45.2,23.75,1.9,
Bullen_Acti-Brief Uri-Drain System Flng + 10 Pouches 40mm,,22,90,Urinal Systems,6,0,,1,4,0.057,0.186,0,4.4175,77.5,23.75,3.26,
Bullen_Acti-Brief Uri-Drain System Flng + 10 Pouches 27.5mm,,22,90,Urinal Systems,6,0,,1,4,0.117,0.221,0,5.24875,44.86,23.75,1.89,
Dansac_Tube,,23,70,Irrigation Washout Appliances,7,0,,1,4,1.258,1.738,0,2.62438,2.09,1.51,1.38,
Bullen_Trio Niltac Sting Free Medical Adh Remover A/Spy 50ml,,23,15,Adhesive Removers (Sprays/Liquids/Wipes),6,0,,1,4,23.638,45.585,0,383.8257,16.24,8.42,1.93,
Dansac_Unique Colo Bag Oval Flng Opqe S/H,,23,35,Colostomy Bags,7,0,,1,4,0.3,24.21,0,54.84372,182.81,2.27,80.7,
Bullen_Trio Silesse Sting Free Skin Barrier Wipes,,23,80,Skin Fillers And Protectives,6,0,,1,4,4.885,206.171,0,142.67012,29.21,0.69,42.2,
Bullen_Trio Silesse Sting Free Barrier Soft-P/Spy 50ml,,23,80,Skin Fillers And Protectives,6,0,,1,4,4.001,6.03,0,65.9079,16.47,10.93,1.51,
Bullen_CareFix StomaSafe Belt Sml,,23,30,Belts,6,0,,1,4,0.124,0.178,0,2.04344,16.48,11.48,1.44,
Bullen_CareFix StomaSafe Belt Med,,23,30,Belts,6,0,,1,4,0.392,0.595,0,6.8306,17.43,11.48,1.52,
Bullen_CareFix StomaSafe Belt Lge,,23,30,Belts,6,0,,1,4,0.249,0.403,0,4.62644,18.58,11.48,1.62,
Bullen_CareFix StomaSafe Belt Exlge,,23,30,Belts,6,0,,1,4,0.106,0.143,0,1.64164,15.49,11.48,1.35,
Bullen_Trio Diamonds Sach,,23,46,Discharge Solidifying Agents,6,0,,1,4,3.451,420.943,0,125.86135,36.47,0.3,121.98,
Bullen_Constance Panty Girdle,,23,30,Belts,6,0,,1,4,0.071,0.164,0,4.25252,59.89,25.93,2.31,
Dansac_Combi Ostomy Belt 50-63mm,,23,30,Belts,7,0,,1,4,0.128,0.217,0,8.87313,69.32,40.89,1.7,
Dansac_Water Container,,23,70,Irrigation Washout Appliances,7,0,,1,4,1.164,1.51,0,29.8376,25.63,19.76,1.3,
Dansac_Clamp,,23,70,Irrigation Washout Appliances,7,0,,1,4,0.865,1.054,0,9.0117,10.42,8.55,1.22,
Bullen_Acti-Brief Uri-Drain System Flng + 10 Pouches 32.5mm,,22,90,Urinal Systems,6,0,,1,4,0.161,0.315,0,7.48125,46.47,23.75,1.96,
Dansac_Unique 2 Plus Closed Pouch Opqe Flng 43mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.301,29.493,0,36.93507,122.71,1.25,97.98,
Dansac_Unique 2 S Flng 36mm P/Cut 20mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.052,0.9,0,2.6766,51.47,2.97,17.31,
Dansac_Unique 2 S Flng 36mm P/Cut 25mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.32,9.218,0,27.41433,85.67,2.97,28.81,
Dansac_Unique 2 Urost Drnbl Pouch Opqe Flng 36mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.209,5.83,0,15.58942,74.59,2.67,27.89,
Dansac_Unique 2 Urost Drnbl Pouch Clr Flng 36mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.213,8.14,0,21.76636,102.19,2.67,38.22,
Dansac_Unique 2 S Flng 43mm S/H 15-35mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.928,24.242,0,72.09573,77.69,2.97,26.12,
Dansac_Unique 2 S Flng 43mm P/Cut 30mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.434,10.813,0,32.15786,74.1,2.97,24.91,
Dansac_Unique 2 Urost Drnbl Pouch Opqe Flng 43mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.347,11.058,0,29.56909,85.21,2.67,31.87,
Dansac_Unique 2 Urost Drnbl Pouch Clr Flng 43mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.352,11.346,0,30.3392,86.19,2.67,32.23,
Dansac_Unique 2 S Flng 55mm S/H 15-47mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,1.902,44.893,0,133.51174,70.2,2.97,23.6,
Dansac_Unique 2 S Flng 55mm P/Cut 35mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.245,6.392,0,19.00981,77.59,2.97,26.09,
Dansac_Unique 2 Urost Drnbl Pouch Opqe Flng 55mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.343,10.578,0,28.28557,82.47,2.67,30.84,
Dansac_Unique Ileo Bag Round Flng Clr 30mm,,23,60,Ileostomy Bags,7,0,,1,4,0.053,2.97,0,6.94386,131.02,2.34,56.04,
Dansac_Soft Wire Ties (Opqe),,23,20,Bag Closures,7,0,,1,4,1.669,130.856,0,14.99606,8.99,0.11,78.4,
Dansac_Unique Maxi Ileo Bag Clr C/Fit 10mm-90mm,,23,60,Ileostomy Bags,7,0,,1,4,0.477,20.408,0,51.26492,107.47,2.51,42.78,
Dansac_Unique 2 Plus Closed Pouch Opqe Flng 55m,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.61,55.52,0,69.52955,113.98,1.25,91.02,
Dansac_Unique 2 Plus Closed Pouch Opqe Flng 80mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.121,10.68,0,13.37492,110.54,1.25,88.26,
Dansac_Unique 2 Mini Closed Pouch Opqe Flng 43mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.077,5.595,0,5.94935,77.26,1.06,72.66,
Dansac_Unique 2 Mini Closed Pouch Opqe Flng 55mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.062,8.97,0,9.5381,153.84,1.06,144.68,
Dansac_Irri-Drain Adh,,23,70,Irrigation Washout Appliances,7,0,,1,4,3.642,150.913,0,185.84923,51.03,1.23,41.44,
Dansac_GX-tra Seals Washers 20mm (50mm Outer Diam),,23,85,Skin Protectors,7,0,,1,4,5.53,250.792,0,341.16082,61.69,1.36,45.35,
Dansac_GX-tra Seals Washers 30mm (60mm Outer Diam),,23,85,Skin Protectors,7,0,,1,4,6.049,284.412,0,386.89415,63.96,1.36,47.02,
Dansac_GX-tra Seals Washers 40mm (70mm Outer Diam),,23,85,Skin Protectors,7,0,,1,4,1.727,83.732,0,113.90344,65.95,1.36,48.48,
Dansac_GX-tra Seals Washers 50mm (80mm Outer Diam),,23,85,Skin Protectors,7,0,,1,4,0.446,20.374,0,27.71544,62.14,1.36,45.68,
Dansac_Unique 2 Convex Flng 36mm S/H 15-25mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.105,2.336,0,7.21356,68.7,3.09,22.25,
Dansac_Unique 2 Convex Flng 36mm P/Cut 20mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.119,3.157,0,9.74882,81.92,3.09,26.53,
Dansac_Unique 2 Urost Drnbl Pouch Clr Flng 55mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.708,18.498,0,49.46365,69.86,2.67,26.13,
Dansac_Unique 2 Closed Pouch Opqe Flng 36mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.088,8.67,0,10.88374,123.68,1.26,98.52,
Bullen_Flng Retention Strips 102mm x 25mm,,23,5,Adhesive Discs/Rings/Pads/Plasters,6,0,,1,4,3.543,609.197,0,23.21037,6.55,0.04,171.94,
Dansac_Unique Colo Bag Oval Flng Clr S/H,,23,35,Colostomy Bags,7,0,,1,4,0.183,15.24,0,34.52368,188.65,2.27,83.28,
Dansac_Unique Ileo Bag Oval Flng Opqe S/H,,23,60,Ileostomy Bags,7,0,,1,4,0.125,6.379,0,14.91412,119.31,2.34,51.03,
Dansac_Unique Ileo Bag Oval Flng Clr S/H,,23,60,Ileostomy Bags,7,0,,1,4,0.157,13.23,0,30.93174,197.02,2.34,84.27,
Dansac_Unique Mini Colo Bag Opqe C/Fit 20mm-50mm,,23,35,Colostomy Bags,7,0,,1,4,0.171,17.422,0,37.03917,216.6,2.13,101.88,
Dansac_Unique Mini Colo Bag Opqe P/Cut 25mm,,23,35,Colostomy Bags,7,0,,1,4,0.152,14.91,0,31.69866,208.54,2.13,98.09,
Dansac_Unique Mini Colo Bag Opqe P/Cut 30mm,,23,35,Colostomy Bags,7,0,,1,4,0.181,19.77,0,42.03102,232.22,2.13,109.23,
Dansac_Unique Mini Colo Bag Opqe P/Cut 35mm,,23,35,Colostomy Bags,7,0,,1,4,0.105,9.546,0,20.29482,193.28,2.13,90.91,
Dansac_Unique Mini Ileo Bag Opqe C/Fit 15-50mm,,23,60,Ileostomy Bags,7,0,,1,4,0.296,21.458,0,49.42492,166.98,2.3,72.49,
Dansac_Unique Mini Ileo Bag Clr C/Fit 15mm-50mm,,23,60,Ileostomy Bags,7,0,,1,4,0.218,15.013,0,33.87934,155.41,2.26,68.87,
Dansac_Unique Mini Cap Opqe C/Fit 20mm-50mm,,23,90,Stoma Caps/Dressings,7,0,,1,4,0.509,26.223,0,32.90111,64.64,1.25,51.52,
Dansac_Unique 2 S Flng 36mm S/H 15-28mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.27,8.574,0,25.49908,94.44,2.97,31.76,
Dansac_Unique Mini Cap Opqe P/Cut 40mm,,23,90,Stoma Caps/Dressings,7,0,,1,4,0.084,4.33,0,5.43271,64.68,1.25,51.55,
Dansac_Night Drain Bag 2L,,22,60,Night Drainage Bags,7,0,,1,4,6.529,89.886,0,109.12152,16.71,1.21,13.77,
Dansac_Unique 2 Drnbl Pouch Regular Opqe Flng 36mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.189,6.44,0,8.0178,42.42,1.25,34.07,
Dansac_Unique 2 Closed Pouch Opqe Flng 43mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.209,18.75,0,23.5375,112.62,1.26,89.71,
Dansac_Unique 2 Drnbl Pouch Regular Opqe Flng 43mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.222,9.375,0,11.67188,52.58,1.25,42.23,
Dansac_Unique 2 Closed Pouch Opqe Flng 55mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.496,43.112,0,54.11993,109.11,1.26,86.92,
Dansac_Unique 2 Drnbl Pouch Regular Opqe Flng 55mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.491,18.583,0,23.13585,47.12,1.25,37.85,
Dansac_Unique Light Closed Pouch Opqe C/Fit 20mm-60mm,,23,35,Colostomy Bags,7,0,,1,4,1.409,124.585,0,288.41429,204.69,2.32,88.42,
Dansac_Unique Light Closed Pouch Opqe P/Cut 30mm,,23,35,Colostomy Bags,7,0,,1,4,1.228,106.137,0,245.70716,200.09,2.32,86.43,
Dansac_Unique Light Closed Pouch Opqe P/Cut 35mm,,23,35,Colostomy Bags,7,0,,1,4,0.914,81.112,0,187.77428,205.44,2.32,88.74,
Dansac_Unique Light Closed Pouch Opqe P/Cut 40mm,,23,35,Colostomy Bags,7,0,,1,4,0.61,50.86,0,117.7409,193.02,2.32,83.38,
Dansac_Unique Light Closed Pouch Opqe P/Cut 45mm,,23,35,Colostomy Bags,7,0,,1,4,0.251,19.716,0,45.64254,181.84,2.32,78.55,
Dansac_Unique Light Closed Pouch Opqe P/Cut 50mm,,23,35,Colostomy Bags,7,0,,1,4,0.128,11.913,0,27.5786,215.46,2.32,93.07,
Dansac_Unique Ileo Bag Round Flng Clr 35mm,,23,60,Ileostomy Bags,7,0,,1,4,0.085,4.775,0,11.16395,131.34,2.34,56.18,
Dansac_Unique Mini Cap Opqe P/Cut 30mm,,23,90,Stoma Caps/Dressings,7,0,,1,4,0.33,21.9,0,27.4772,83.26,1.25,66.36,
Bard_Uriplan Leg Bag 30cm Inlet Tube 750ml,,22,50,Leg Bags,5,0,,1,4,15.2,231.252,0,666.93073,43.88,2.88,15.21,
Opus_NaturCare Zest Deod P/Spy 50ml,,23,45,Deodorants,33,6,,1,4,0.371,0.61,0,2.379,6.41,3.9,1.64,
Opus_SkinSafe Non Sting Prote Film,,23,80,Skin Fillers And Protectives,33,6,,1,4,24.452,31.794,0,1135.36343,46.43,35.71,1.3,
Opus_SkinSafe Non Sting Prote Film A/Spy 50ml,,23,80,Skin Fillers And Protectives,33,6,,1,4,1.638,2.649,0,30.4635,18.6,11.5,1.62,
Opus_Ultra Cleanse Adh Remover 200ml,,23,15,Adhesive Removers (Sprays/Liquids/Wipes),33,6,,1,4,1.284,1.898,0,31.43088,24.48,16.56,1.48,
Opus_AbsorbaGel,,23,46,Discharge Solidifying Agents,33,6,,1,4,8.038,10.965,0,493.42427,61.39,45,1.36,
Opus_DeoGel Deodorising & Lubricating Gel,,23,45,Deodorants,33,6,,1,4,3.57,5.467,0,41.5492,11.64,7.6,1.53,
Opus_LaVera Barrier Crm 100g,,23,80,Skin Fillers And Protectives,33,6,,1,4,0.987,1.321,0,13.14395,13.32,9.95,1.34,
Bio Diagnostics_Urifix Tape 5m,,22,40,Incontinence Sheath Fixing Strips & Adh,3,0,,1,4,0.705,1.4,0,6.86,9.73,4.9,1.99,
Astra Tech_Medena Ster Disp Ileo Cath (Patient Use),,23,70,Irrigation Washout Appliances,4,0,,1,4,0.569,17.9,0,18.00742,31.65,1.01,31.46,
Bard_Uriplan Leg Bag 10cm Inlet Tube 500ml,,22,50,Leg Bags,5,0,,1,4,56.305,665.021,0,1911.26875,33.94,2.87,11.81,
Bard_Uriplan Leg Bag 10cm Inlet Tube 750ml,,22,50,Leg Bags,5,0,,1,4,8.242,100.541,0,289.96034,35.18,2.88,12.2,
Bard_Leg Bag Straps (Washable),,22,80,Tubing And Accessories,5,0,,1,4,5.105,47.61,0,67.65703,13.25,1.42,9.33,
Bard_Uriplan Leg Bag Direct Inlet 750ml,,22,50,Leg Bags,5,0,,1,4,3.74,53.604,0,154.59367,41.34,2.88,14.33,
Opus_NaturCare Fragrant Deod A/Spy 50ml,,23,45,Deodorants,33,6,,1,4,1.857,3.397,0,15.93193,8.58,4.69,1.83,
Bard_Uriplan Leg Bag 30cm Inlet Tube 350ml,,22,50,Leg Bags,5,0,,1,4,2.15,26.943,0,75.87131,35.29,2.82,12.53,
Bard_Uriplan Leg Bag Direct Inlet 350ml,,22,50,Leg Bags,5,0,,1,4,2.782,37.994,0,107.94117,38.8,2.84,13.66,
Bard_Uriplan Leg Bag Direct Inlet 500ml,,22,50,Leg Bags,5,0,,1,4,21.165,259.68,0,743.4646,35.13,2.86,12.27,
Bard_Uriplan Overnight Drain Bag 2L,,22,60,Night Drainage Bags,5,0,,1,4,82.316,1299.704,0,1675.32281,20.35,1.29,15.79,
Bard_Uriplan Collection Bag,,22,60,Night Drainage Bags,5,0,,1,4,68.647,2060.484,0,527.48679,7.68,0.26,30.02,
Bard_Leg Bag Straps Ltx,,22,80,Tubing And Accessories,5,0,,1,4,0.188,2.949,0,0.42923,2.28,0.15,15.69,
Bard_Leg Bag Straps Foam/Velcro,,22,80,Tubing And Accessories,5,0,,1,4,1.194,17.852,0,4.93713,4.13,0.28,14.95,
Bard_Uro-Sheath Med 38mm,,22,30,Incontinence Sheaths,5,0,,1,4,0.14,1.6,0,9.488,67.77,5.93,11.43,
Bard_Uro-Sheath Lge 44.5mm,,22,30,Incontinence Sheaths,5,0,,1,4,0.068,0.611,0,3.62323,53.28,5.93,8.99,
Bard_Uriplan Leg Bag 38cm Inlet Tube 750ml,,22,50,Leg Bags,5,0,,1,4,5.921,117.098,0,337.71065,57.04,2.88,19.78,
Bullen_Absorbian Sach,,23,46,Discharge Solidifying Agents,6,0,,1,4,0.398,27.21,0,6.8025,17.09,0.25,68.37,
Bard_Uriplan Leg Bag 30cm Inlet Tube 500ml,,22,50,Leg Bags,5,0,,1,4,45.247,565.072,0,1624.01685,35.89,2.87,12.49,
Opus_ClearWay Stoma Bridge,,23,50,Filters/Bridges,33,6,,1,4,0.894,61.245,0,19.72089,22.06,0.32,68.51,
Dansac_Nova 2 E/Fld Lge Drnbl Pouch Clr Flng 55mm,,23,94,Two Piece Ostomy Systems,7,0,,1,4,0.071,1.59,0,2.2578,31.8,1.42,22.39,
Oxygen_Int/Surg. 005 Mask,,21,8,Oxygen Masks,0,0,,1,4,0.051,0.07,0,0.0546,1.07,0.78,1.37,
Oxygen_Int/Surg. 010 Mask 28%,,21,8,Oxygen Masks,0,0,,1,4,0.137,0.206,0,0.19982,1.46,0.97,1.5,
Oxygen_Ventimask Mk Iv 28%,,21,8,Oxygen Masks,0,0,,1,4,0.082,0.108,0,0.1566,1.91,1.45,1.32,
3m Health Care_Cavilon No Sting Barrier Film Stoma Wipe,,23,80,Skin Fillers And Protectives,31,0,,1,4,24.956,1007.734,0,786.03252,31.5,0.78,40.38,
3m Health Care_Cavilon Durable Barrier Crm 92g,,23,80,Skin Fillers And Protectives,31,0,,1,4,358.516,439.433,0,3581.088,9.99,8.15,1.23,
3m Health Care_Cavilon Durable Barrier Crm 28g,,23,80,Skin Fillers And Protectives,31,0,,1,4,72.612,97.232,0,389.36553,5.36,4,1.34,
3m Health Care_Cavilon Durable Barrier Crm Sach 2g,,23,80,Skin Fillers And Protectives,31,0,,1,4,5.867,12.323,0,93.39931,15.92,7.58,2.1,
3m Health Care_Cavilon No Sting 1ml Barrier Film Foam Applic,,23,80,Skin Fillers And Protectives,31,0,,1,4,97.726,334.959,0,1668.09533,17.07,4.98,3.43,
3m Health Care_Cavilon No Sting 3ml Barrier Film Foam Applic,,23,80,Skin Fillers And Protectives,31,0,,1,4,35.042,105.636,0,844.03134,24.09,7.99,3.01,
3m Health Care_Cavilon No Sting Barrier Film P/Spy 28ml,,23,80,Skin Fillers And Protectives,31,0,,1,4,158.632,240.929,0,1606.9941,10.13,6.67,1.52,
Opus_NaturCare Zest Deod A/Spy 50ml,,23,45,Deodorants,33,6,,1,4,3.043,5.291,0,24.81477,8.15,4.69,1.74,
A1_Uriline Night Drain Bag Nrv 2L,,22,60,Night Drainage Bags,1,2,,1,4,0.056,1.69,0,0.3718,6.64,0.22,30.18,
Opus_NaturCare Fragrant Deod P/Spy 50ml,,23,45,Deodorants,33,6,,1,4,0.233,0.371,0,1.44769,6.21,3.9,1.59,
Opus_ClearWay Stoma Bridge Mini,,23,50,Filters/Bridges,33,6,,1,4,1.786,157.586,0,50.84777,28.47,0.32,88.23,
Opus_LaVera Barrier Crm Sach,,23,80,Skin Fillers And Protectives,33,6,,1,4,3.316,137.897,0,51.43552,15.51,0.37,41.59,
Opus_Lift Plus Medical Adh Remover Sach Wipe,,23,15,Adhesive Removers (Sprays/Liquids/Wipes),33,6,,1,4,11.603,522.91,0,247.51052,21.33,0.47,45.07,
Opus_Ultra Cleanse Adh Remover Sach,,23,15,Adhesive Removers (Sprays/Liquids/Wipes),33,6,,1,4,1.326,55.803,0,15.86663,11.97,0.28,42.08,
Opus_Lift Medical Adh Remover Soln,,23,15,Adhesive Removers (Sprays/Liquids/Wipes),33,6,,1,4,1.789,3.47,0,21.2711,11.89,6.13,1.94,
Opus_Lift Medical Adh Remover Soln Sach 2ml,,23,15,Adhesive Removers (Sprays/Liquids/Wipes),33,6,,1,4,8.683,14.683,0,127.74204,14.71,8.7,1.69,
Opus_Lift Plus Medical Adh Remover A/Spy 50ml,,23,15,Adhesive Removers (Sprays/Liquids/Wipes),33,6,,1,4,22.975,48.795,0,422.07675,18.37,8.65,2.12,
Opus_NaturCare Breeze Deod A/Spy 50ml,,23,45,Deodorants,33,6,,1,4,1.936,3.665,0,17.18885,8.88,4.69,1.89,
Opus_NaturCare Breeze Deod P/Spy 50ml,,23,45,Deodorants,33,6,,1,4,0.317,0.488,0,1.90399,6.01,3.9,1.54,
Opus_NaturCare Deod A/Spy 50ml,,23,45,Deodorants,33,6,,1,4,1.91,3.203,0,15.02207,7.86,4.69,1.68,
Opus_NaturCare Deod P/Spy 50ml,,23,45,Deodorants,33,6,,1,4,0.863,1.355,0,5.2845,6.12,3.9,1.57,
Bard_Uriplan One MT Drain Bag 2L,,22,60,Night Drainage Bags,5,0,,1,4,44.217,1216.521,0,396.58673,8.97,0.33,27.51,
A1_Uriline Night Drain Bag 2L,,22,60,Night Drainage Bags,1,2,,1,4,0.051,1.346,0,0.27593,5.41,0.21,26.39,
Unomedical_Careline E4 Night Bag + Lever Tap 2L,,22,60,Night Drainage Bags,50,5,,1,4,14.083,185.597,0,208.42605,14.8,1.12,13.18,
Unomedical_Careline E2 Urine Drain Bag 2L,,22,60,Night Drainage Bags,50,5,,1,4,12.292,409.349,0,95.37768,7.76,0.23,33.3,
Unomedical_Careline E4 Urine Drain Bag 2L,,22,60,Night Drainage Bags,50,5,,1,4,4.449,77.215,0,88.17977,19.82,1.14,17.36,
Unomedical_Careline Leg Bag Short Tube 350ml,,22,50,Leg Bags,50,5,,1,4,0.476,7.044,0,17.45494,36.67,2.48,14.8,
Unomedical_Careline Leg Bag Long Tube 350ml,,22,50,Leg Bags,50,5,,1,4,0.23,2.808,0,6.95823,30.25,2.48,12.21,
Unomedical_Careline Leg Bag Short Tube 500ml,,22,50,Leg Bags,50,5,,1,4,5.094,58.688,0,149.24368,29.3,2.54,11.52,
Unomedical_Careline Leg Bag Long Tube 500ml,,22,50,Leg Bags,50,5,,1,4,4.844,57.186,0,145.42418,30.02,2.54,11.81,
Unomedical_Careline Leg Bag Short Tube 750ml,,22,50,Leg Bags,50,5,,1,4,0.721,8.956,0,23.25877,32.26,2.6,12.42,
Unomedical_Careline Leg Bag Long Tube 750ml,,22,50,Leg Bags,50,5,,1,4,1.647,21.303,0,55.32438,33.59,2.6,12.93,
Unomedical_Careline Leg Bag Straps,,22,80,Tubing And Accessories,50,5,,1,4,2.187,22.654,0,30.85473,14.11,1.36,10.36,
Unomedical_Careline Leg Bag + Lever Tap Short Tube 500ml,,22,50,Leg Bags,50,5,,1,4,13.134,145.22,0,369.29459,28.12,2.54,11.06,
