Gaviscon Infant_Sach 2g (Dual Pack) S/F,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,393.512,"18,798.45",11.675,"3,269.58",8.31,0.17,47.77
Gaviscon Lem_Tab Chble,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.104,7.306,0,0.605,5.82,0.08,70.25
Gaviscon P/Mint_Tab Chble,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,11.324,714.333,0,59.899,5.29,0.08,63.08
Gaviscon Sbery_Tab Chble,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.66,38.186,0,3.652,5.53,0.1,57.86
Gaviscon_Liq Orig Aniseed Relief,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,133.535,"69,544.31",14.511,819.561,6.14,0.01,520.79
Gaviscon_Liq Relief Peppermint,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,75.388,"37,121.89",3.455,441.626,5.86,0.01,492.41
Gaviscon_Liq Sach 10ml (Peppermint) S/F,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,6.284,312.469,0.153,72.13,11.48,0.23,49.72
Gaviscon_Tab Chble 500mg (Lem),Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.041,2.85,0.004,0.107,2.61,0.04,69.51
Gaviscon_Tab Chble 500mg (Peppermint),Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.109,9.392,0.002,0.352,3.23,0.04,86.17
Lloyds_Heartburn Indigest Liq (Aniseed),Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,0.001,0.5,0.001,0.002,2.2,0,500
Lloyds_Heartburn Indigest Liq (P/Mint),Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,0.001,0.5,0.001,0.002,2.2,0,500
Pepcidtwo_Tab Chble,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.016,1.023,0,0.195,12.2,0.19,63.94
Peptac_Liq (Aniseed) S/F,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,520.636,"286,399.75",58.231,"1,117.01",2.15,0,550.1
Peptac_Liq (Peppermint) S/F,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,347.046,"187,415.51",9.489,730.946,2.11,0,540.03
Pepto-Bismol_Oral Susp 87.5mg/5ml,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,0.465,179.98,0.429,2.368,5.09,0.01,387.05
Pepto-Bismol_Tab 262.5mg Chble,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.513,37.329,0.346,5.93,11.56,0.16,72.77
Remegel_Chewy Squares (Mint),Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.148,8.346,0.14,0.551,3.72,0.07,56.39
Remegel_Chewy Squares (Summer Fruit),Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.001,0.024,0.001,0.002,1.62,0.07,24
Rennie Deflatine_Tab,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,1.018,56.144,0.085,5.611,5.51,0.1,55.15
Rennie Dual Action Liq_Oral Susp,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,3,3,0.009,4.15,0.001,0.022,2.46,0.01,461.11
Rennie Fruit_Tab 500mg,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.359,23.22,0.176,1.148,3.2,0.05,64.68
Rennie Ice_Tab Chble,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.3,17.058,0.006,0.867,2.89,0.05,56.86
Rennie Peppermint_Tab Chble,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.244,16.983,0.008,0.768,3.15,0.05,69.6
Rennie Spearmint_Tab Chble,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.154,11.98,0.004,0.559,3.63,0.05,77.79
Rennie_Dual Action Tab Chble,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.03,1.378,0,0.161,5.36,0.12,45.93
Rennie_Soft Chews,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.025,1.892,0.004,0.164,6.55,0.09,75.68
Rennie_Sugar Free Tab Chble,Compound Alginates&Prop Indigestion Prep,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.178,8.314,0.061,0.411,2.31,0.05,46.71
Setlers_Antacid P/Mint Tab Chble 500mg,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.037,3.33,0.036,0.101,2.72,0.03,90
Setlers_Antacid Spearmint Tab Chble500mg,Calcium Carbonate,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.001,0.024,0.001,0.001,0.89,0.04,24
Setlers_Heartburn Tab Chble,Alginic Acid Compound Preparations,1,1,Dyspep&Gastro-Oesophageal Reflux Disease,2,1,Compound Alginates&Prop Indigestion Prep,1,3,0.055,2.408,0,0.187,3.41,0.08,43.78
